Year,State Name,Dist Name,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),JANUARY PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),APRIL PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),JANUARY MINIMUM (Centigrate),FEBRUARY MINIMUM (Centigrate),MARCH MINIMUM (Centigrate),APRIL MINIMUM (Centigrate),MAY MINIMUM (Centigrate),JUNE MINIMUM (Centigrate),JULY MINIMUM (Centigrate),AUGUST MINIMUM (Centigrate),SEPTEMBER MINIMUM (Centigrate),OCTOBER MINIMUM (Centigrate),NOVEMBER MINIMUM (Centigrate),DECEMBER MINIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),APRIL MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters),JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters),JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
1993,Rajasthan,Jodhpur,227.0,68.0,2931,3.25,8.059999999999999,1.18,4.9,5.23,34.74,138.59,26.31,54.58,8.379999999999999,5.31,0.0,13.55,15.82,21.27,25.09,30.39,31.99,29.99,29.03,29.33,,17.75,13.81,25.62,33.08,33.46,38.41,43.93,42.09,,36.63,38.59,37.73,32.97,30.38,78.35,88.27,151.01,184.33,247.7,190.83,50.59,148.65,106.99,130.48000000000002,92.23,3.2199999999999998,10.75,1.22,4.8,7.1,34.08,133.48,,53.05,7.21,7.14,4.03,78.58,95.02,149.22,188.13,,222.92,177.07,167.85,155.04,133.69,94.37,78.22,2258.41,8.74,150.92,77.11,32.230000000000004,128.07999999999998,361.73,337.03,1181.0,1241.33,106.29,9656.0,74.89,10.2,10.780000000000001,3476.0,29.85,3.95,5.8,306.0,3.26,4.26,3.24,13432.0,13.4,13.83
1993,Rajasthan,Kota,0.0,0.0,0,4.28,5.92,4.3100000000000005,4.13,8.05,,292.25,197.79,290.16,7.05,1.09,4.02,12.53,16.58,19.54,24.54,32.32,31.37,29.35,,29.13,21.79,15.98,13.58,27.43,33.480000000000004,,41.25,46.55,41.55,34.61,36.45,32.45,37.08,33.03,29.29,74.82,95.5,150.61,195.94,253.97,147.13,,0.0,0.0,50.2,70.72,10.4,12.15,6.24,5.359999999999999,8.52,,152.33,134.57,134.14,83.51,21.57,9.8,,102.65,157.85,199.3,261.49,223.35,150.33,133.57,136.14,129.72,93.28,77.1,1224.33,329.01,84.38,,60.94,51.84,41.94,27.17,,798.17,139.77,40996.0,74.78,72.08,52.62,16638.0,31.73,32.44,22.95,286.0,4.49,4.48,3.36,57918.0,100.01,75.93
1993,Rajasthan,Nagaur,511.0,206.0,4004,5.77,13.04,2.54,2.32,3.29,40.49,137.47,48.38,76.07,8.379999999999999,4.26,0.0,11.64,14.93,20.29,23.28,32.1,31.12,27.49,26.71,28.53,23.05,15.49,11.56,26.64,30.24,31.53,39.54,42.18,42.56,38.33,36.97,35.28,37.7,33.4,27.73,73.65,87.38,139.99,180.36,232.31,186.45,43.18,116.89,79.87,125.0,89.8,3.9699999999999998,9.83,2.71,2.48,6.32,38.75,131.55,48.19,71.56,8.280000000000001,1.35,2.08,76.62,94.2,140.7,181.83,236.63,222.2,172.73,161.08,150.43,128.29000000000002,89.16,75.28,,15.65,65.25,84.73,11.72,73.29,75.2,188.41,1266.83,1361.92,109.51,10343.0,69.85,12.17,10.6,5051.0,34.64,4.99,5.71,82.0,2.52,4.06,3.06,15469.0,14.22,13.37
1993,Rajasthan,Pali,1701.0,450.0,2631,2.4,4.9399999999999995,4.44,3.4699999999999998,6.33,53.59,209.6,58.04,124.45,13.21,4.85,0.0,13.0,16.47,20.16,,32.96,30.19,30.48,28.6,28.83,22.25,15.97,14.86,25.94,33.9,34.32,38.56,44.48,,37.26,37.75,35.77,38.89,35.29,32.480000000000004,81.26,98.46,155.82,190.99,250.59,171.91,6.51,80.93,37.32,107.26,,4.91,4.890000000000001,3.25,5.11,5.76,50.57,157.29,73.04,112.63,25.93,10.85,4.38,86.17,100.35,157.07,189.1,250.35,220.47,159.8,149.97,149.95,131.19,96.87,82.65,1237.08,80.0,148.86,60.25,,93.21,,110.2,608.17,673.85,112.2,10387.0,67.34,19.19,18.46,,33.25,11.36,9.51,222.0,2.41,4.37,1.33,15656.0,26.91,25.3
1993,Rajasthan,Swami Madhopur,0.0,0.0,0,4.87,15.21,3.61,1.3,7.45,,243.31,,214.96,5.6899999999999995,0.0,0.0,12.83,13.93,18.46,24.23,29.09,30.43,29.64,29.13,27.14,22.08,14.83,9.2,27.03,29.95,34.6,41.49,44.18,45.05,36.63,35.32,,,34.65,30.19,70.99,83.77,140.83,189.61,235.08,136.55,0.0,0.0,0.0,50.08,73.82,6.54,17.689999999999998,5.73,,,84.05,,135.92,,76.5,16.79,9.83,75.53,98.46,148.56,189.59,242.64,217.59,154.45,134.92,136.94,127.58,85.61,68.86,1005.62,,105.54,55.8,28.64,57.92,21.83,28.53,481.62,595.02,125.64,14926.0,74.64,35.120000000000005,29.17,5598.0,31.24,15.67,12.44,26.0,4.12,2.05,1.04,20548.0,45.84,35.65
1993,Rajasthan,Sikar,2.0,0.0,0,,13.96,2.56,1.69,5.6899999999999995,59.79,159.99,80.15,105.08,7.01,2.05,0.0,8.809999999999999,13.31,16.4,24.0,28.0,32.07,26.91,27.94,26.35,22.55,12.74,9.96,25.3,30.65,29.35,39.83,43.47,42.85,35.81,38.49,36.63,37.59,33.14,29.66,66.69,79.45,131.94,177.86,223.39,163.98,18.560000000000002,77.85,,119.86,83.64,6.52,15.48,,4.43,7.16,57.5,151.6,78.02,101.62,6.970000000000001,2.83,2.6,69.21,92.93,134.36,177.3,225.54,221.49,166.16,151.87,143.46,122.82,87.48,68.18,775.95,59.93,19.59,33.980000000000004,10.39,45.7,41.56,50.99,530.72,634.74,123.9,3333.0,78.74,9.309999999999999,6.27,1006.0,25.15,5.9,3.59,7.0,3.12,3.01,2.01,4343.0,11.23,7.86
1993,Rajasthan,Sirohi,520.0,145.0,2751,2.34,4.86,1.23,1.83,2.98,46.16,405.14,69.32,152.64,10.7,10.88,0.0,15.64,16.85,22.82,27.67,32.08,29.08,28.77,26.08,26.26,22.48,18.67,12.96,27.71,,33.92,39.42,42.63,39.58,35.07,35.67,32.78,,32.95,32.0,87.18,99.31,161.75,201.75,262.18,176.02,0.0,29.12,,72.43,75.03,10.879999999999999,10.59,4.6,5.3,6.88,43.61,151.94,107.62,137.66,62.37,28.59,10.21,94.06,108.89,165.34,205.05,263.06,217.63,150.94,,146.87,133.81,100.62,86.82,518.95,155.54,79.89,27.72,10.61,34.52,32.34,32.84,162.44,204.1,130.38,6491.0,84.72,41.7,33.95,1439.0,20.07,11.0,10.07,,1.21,3.11,1.08,7943.0,52.81,42.1
1993,Rajasthan,Tonk,11.0,6.0,2503,3.57,15.88,3.13,4.17,5.99,72.96,213.56,145.85,176.72,7.23,4.01,0.0,12.57,13.57,20.11,24.88,32.620000000000005,31.27,,27.27,26.43,24.55,16.83,11.03,23.97,32.64,33.34,39.15,42.75,43.59,34.5,36.44,36.45,36.45,32.15,27.44,74.34,83.41,143.29,187.6,241.67,153.5,2.14,9.75,5.75,83.79,80.2,7.0,16.68,4.84,5.53,6.88,69.35,158.3,132.41,140.59,49.87,10.21,8.82,77.34,99.09,149.13,,247.55,217.85,156.44,140.15,140.34,131.66,89.4,,722.15,28.13,35.629999999999995,41.78,44.94,60.98,17.87,40.04,470.66,524.89,,5753.0,65.82,16.25,14.0,3007.0,36.86,9.4,6.75,,4.32,4.25,2.22,8878.0,20.89,17.97
1993,Rajasthan,Udaipur,9.0,6.0,2504,3.17,2.92,4.35,3.34,2.62,62.61,357.76,93.95,203.92,16.57,6.6,0.0,11.97,14.02,,,30.52,31.09,26.5,25.74,27.54,22.61,18.740000000000002,14.76,29.59,34.14,35.620000000000005,38.9,41.0,,33.29,33.9,30.82,36.61,32.480000000000004,32.7,82.38,104.33,164.0,206.12,256.72,149.44,0.0,16.689999999999998,0.0,48.54,63.64,12.37,9.54,,5.25,5.79,63.34,135.75,109.16,133.11,80.96,43.01,20.5,91.75,110.87,170.24,209.38,262.51,206.77,138.75,121.85,132.11,,103.65,89.64,1919.56,405.05,477.21,182.46,253.73,155.09,83.19,39.92,339.33,483.54,147.9,12448.0,79.24,40.11,26.79,3989.0,26.1,13.89,12.26,113.0,1.6600000000000001,4.33,1.23,16542.0,51.32,36.27
1993,Tamil Nadu,Salem,204.0,412.0,2041,2.09,1.92,12.61,33.93,104.42,61.84,53.02,69.03,65.7,221.19,125.1,95.59,18.61,19.85,23.52,26.64,25.11,25.2,,22.84,22.55,23.52,23.6,,31.2,37.42,37.91,38.67,37.6,35.51,35.87,35.09,35.74,32.78,29.71,28.56,127.61,144.36,179.1,155.37,93.84,110.52,113.97,98.86,92.93,0.0,9.59,7.73,5.44,13.6,35.23,99.89,63.0,49.51,64.62,64.28,130.08,110.96,100.96,133.34,148.81,191.71,,190.73,169.53,161.49,160.49,151.22,131.08,115.55,116.54,1828.39,537.28,113.39,122.07,36.32,29.87,41.25,83.76,862.83,1151.7,134.83,33080.0,50.59,41.47,30.75,15682.0,27.03,20.23,17.630000000000003,19317.0,,,19.79,68076.0,82.17,60.16
1993,Tamil Nadu,Coimbatore,,735.0,4303,,4.37,14.73,37.9,68.96,148.03,209.85,,55.58,257.51,204.4,106.22,20.37,20.77,21.99,24.18,26.4,23.19,24.24,24.39,21.32,23.6,23.12,20.78,33.25,35.08,38.04,35.11,37.05,33.89,32.11,32.379999999999995,30.99,30.92,,27.89,99.18,121.92,153.98,122.64,93.68,49.42,31.84,47.12,72.58,0.0,0.0,33.980000000000004,19.87,20.71,39.7,66.79,89.65,97.87,89.06,65.31,,112.38,103.66,129.16,141.79,176.69,160.34,156.46,136.06,127.71,135.18,135.89,121.01,110.38,111.63,1210.47,184.9,21.71,206.7,19.48,10.08,58.25,233.66,466.19,521.34,112.88,38828.0,55.52,85.64,78.76,13140.0,22.11,32.31,26.3,20587.0,32.370000000000005,48.34,40.63,72552.0,160.29,140.69
1993,Tamil Nadu,Thanjavur,23.0,71.0,3402,2.6399999999999997,6.69,10.05,24.1,48.76,57.02,39.91,95.42,33.67,219.19,296.54,,22.18,25.25,26.3,28.5,28.46,29.03,27.27,28.31,27.27,26.86,25.17,22.91,32.22,32.6,34.77,39.62,38.04,40.58,39.19,36.87,,32.75,,30.2,80.79,92.35,136.65,134.94,138.88,122.34,143.48,81.69,126.99,0.0,0.0,,45.06,45.45,43.39,,65.83,46.41,98.66,36.0,132.99,114.2,115.94,128.44,138.41,178.11,175.32,198.66,186.18,185.88,176.34,160.99,133.99,112.2,115.94,1088.59,85.94,41.77,181.75,20.02,5.79,70.49,62.97,615.04,871.64,144.53,62766.0,56.44,103.38,75.34,23668.0,23.77,42.6,29.28,33271.0,31.79,56.27,42.34,119702.0,198.25,139.96
1993,Tamil Nadu,Madurai,282.0,70.0,2431,4.92,8.690000000000001,18.5,38.62,40.11,59.39,36.91,87.12,51.7,262.34,254.55,150.01,23.95,24.09,26.42,28.98,28.76,29.48,26.74,28.18,26.02,27.21,24.63,23.59,34.46,35.19,37.57,39.62,40.23,39.1,38.72,38.05,36.85,36.03,33.379999999999995,32.39,,123.67,157.82,128.19,148.51,129.42000000000002,161.62,102.88,123.1,,0.0,39.83,,29.57,42.15,43.7,59.45,38.56,83.1,48.18,136.49,119.91,122.89,141.75,144.34,181.39,168.35,187.21,187.88,198.18,182.99,171.28,135.49,120.91,126.38,1304.35,302.57,74.31,139.27,18.63,11.51,97.64,,551.07,598.77,112.67,35558.0,50.74,68.64,61.48,16910.0,24.23,32.739999999999995,31.28,23608.0,35.03,46.91,41.49,,142.29,131.25
1993,Tamil Nadu,Ramananthapuram,41.0,87.0,2131,3.42,7.91,12.52,24.92,25.61,39.59,24.67,,21.82,215.21,322.51,257.4,24.79,23.42,26.2,26.93,29.46,29.52,,29.28,29.96,25.79,26.0,26.22,32.05,34.17,38.31,38.63,37.97,38.4,37.4,38.52,39.17,36.38,31.55,32.239999999999995,,99.78,148.28,136.71,,158.62,184.98,152.47,155.89,0.0,0.0,62.83,42.47,31.14,33.129999999999995,33.14,42.47,,50.32,23.62,143.41,121.38,122.52,140.84,142.25,174.42,170.84,197.18,196.09,,199.78,177.51,145.41,121.38,122.52,1261.08,64.53999999999999,17.619999999999997,258.58,,7.04,213.66,161.7,513.89,517.48,103.09,25017.0,65.95,50.97,51.44,7435.0,20.7,18.55,15.39,7292.0,20.35,16.27,,39744.0,80.79,80.94
1993,Tamil Nadu,Thirunelveli,241.0,479.0,1983,3.05,15.01,29.95,42.4,48.8,92.33,75.76,32.94,21.87,251.39,444.57,222.57,21.43,22.37,24.5,25.93,28.08,28.37,26.69,28.96,28.08,24.96,25.79,26.09,31.88,33.11,35.01,35.84,39.45,36.88,33.57,36.83,35.43,34.72,30.77,30.13,91.34,112.53,138.37,112.64,120.81,101.05,119.92,149.75,147.37,0.0,0.0,47.5,30.12,36.01,46.52,52.8,71.92,55.95,,27.7,136.15,111.34,120.0,137.84,136.65,171.38,155.17,172.61,168.97,,178.9,172.07,138.15,114.34,120.0,1142.68,136.06,51.13,166.91,102.54,18.9,222.85,53.42,364.57,,118.35,25983.0,55.54,72.46,62.9,9148.0,,27.16,25.44,15285.0,32.31,46.03,38.82,50412.0,141.65,120.15
1993,Tamil Nadu,The Nilgiris,0.0,0.0,0,0.0,2.96,12.02,37.44,79.0,209.29,386.84,191.57,,259.23,141.3,81.89,11.75,15.21,18.48,16.740000000000002,17.36,16.6,16.8,18.8,15.41,,16.07,14.45,25.62,28.88,29.44,28.64,28.22,26.77,23.85,27.17,25.62,25.05,26.04,25.61,73.34,101.28,129.79,102.81,58.08,,7.26,16.78,22.46,0.0,2.24,42.91,24.73,24.33,42.21,80.23,94.83,91.9,95.6,,103.07,93.5,88.78,115.25,121.01,151.11,140.03,134.31,106.15,100.16,107.38,111.59,104.07,93.73,100.52,256.38,147.36,5.71,11.75,3.88,8.719999999999999,8.719999999999999,12.68,72.35,75.66,105.86,4681.0,56.04,68.52,67.31,1616.0,21.3,24.96,24.54,2532.0,30.66,39.95,38.29,8828.0,127.43,126.14
1993,Tamil Nadu,Kanyakumari,0.0,0.0,0,4.71,10.22,24.02,47.09,93.54,216.42,163.24,58.22,37.05,278.87,484.25,201.66,24.02,24.69,25.07,27.96,28.23,25.89,25.95,23.03,24.51,24.59,25.66,24.57,33.67,32.32,33.31,36.68,35.25,30.99,30.69,32.69,33.58,30.25,31.04,31.83,109.29,125.27,144.95,,60.19,1.69,10.29,54.41,83.38,0.0,0.0,35.4,20.74,29.88,46.7,89.68,,118.95,82.85,59.01,125.3,113.41,123.36,139.69,144.02,171.83,146.0,148.87,,127.23,134.26,140.38,123.3,112.41,124.36,169.18,51.37,4.34,27.06,4.25,2.1,4.83,5.66,89.11,113.82,128.53,7875.0,56.06,92.41,,2916.0,23.02,35.85,29.54,3778.0,28.93,45.84,35.37,14562.0,173.1,134.59
1993,Telangana,Hyderabad,0.0,0.0,0,0.0,2.38,5.35,11.24,15.35,79.31,169.85,148.48,,88.67,3.31,9.35,,19.95,25.18,27.58,30.32,28.06,26.53,24.71,23.69,23.78,20.19,17.85,34.18,33.26,36.45,39.8,41.47,,32.81,33.32,33.260000000000005,33.57,30.95,29.91,95.26,,168.63,187.7,203.74,105.47,0.0,0.0,0.0,35.36,,11.04,7.86,10.82,14.28,17.33,77.51,135.43,132.39,124.17,97.63,17.97,16.33,103.31,123.58,175.45,198.97,218.06,180.98,136.43,133.39,127.17,131.97,115.42,105.54,25.0,,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38347.0,67.57,137.6,124.89,16972.0,30.02,60.13,55.39,3170.0,7.41,15.03,13.15,58482.0,207.76,188.43
1993,Telangana,Nizamabad,154.0,36.0,22668,0.0,6.13,12.5,8.059999999999999,10.97,136.78,314.13,225.51,227.08,96.17,3.2,6.59,17.71,19.49,21.83,28.8,29.31,28.89,27.29,24.75,23.42,24.72,18.16,16.130000000000003,33.61,35.34,38.2,42.39,43.06,38.4,31.34,31.97,33.68,34.61,31.82,28.95,91.36,118.0,157.52,194.36,228.08,60.48,0.0,,0.0,17.09,46.91,24.22,,18.92,13.62,15.11,135.75,140.64,132.91,129.3,116.66,64.97999999999999,46.88,113.58,130.13,178.44,207.98,240.19,194.24,138.64,132.92,131.3,131.76,107.89,101.61,807.0,172.0,86.0,78.0,11.0,30.0,,188.0,,328.0,147.09,54290.0,81.21,246.36,168.04,11652.0,20.21,55.01,38.85,1746.0,6.58,8.79,9.370000000000001,67685.0,304.15,210.25
1993,Telangana,Medak,111.0,239.0,21640,0.0,1.65,,9.42,12.2,118.41,259.78,182.56,203.05,95.73,4.34,9.77,17.880000000000003,18.8,24.1,28.61,31.61,26.84,25.72,23.05,25.92,22.48,18.54,17.47,32.879999999999995,,36.76,41.54,42.85,36.03,33.89,33.54,32.230000000000004,32.879999999999995,30.11,31.14,92.14,116.69,165.35,189.93,216.84,71.91,0.0,0.0,0.0,15.57,51.5,18.45,12.8,12.72,15.23,13.86,112.16,,131.65,127.08,113.9,63.52,,106.58,126.49,179.07,202.16,232.7,182.07,134.75,128.65,126.08,126.47,111.02,102.63,956.0,99.0,61.0,66.0,27.0,48.0,76.0,179.0,410.0,462.0,117.55,23839.0,,,52.71,7495.0,27.4,22.45,17.25,692.0,5.15,5.6899999999999995,4.49,32017.0,82.86,73.45
1993,Telangana,Mahabubnagar,302.0,72.0,22670,0.0,3.04,3.44,9.42,20.2,80.79,171.88,134.37,,90.16,2.66,12.88,20.61,19.88,23.85,26.41,30.09,27.93,26.75,24.09,24.85,24.79,20.09,16.55,33.739999999999995,,38.12,39.83,40.03,38.22,35.42,33.16,31.59,32.75,,30.02,102.65,124.26,179.76,185.64,195.05,96.75,8.559999999999999,17.119999999999997,8.36,41.59,104.65,7.71,6.57,8.61,12.61,21.32,77.46,135.32,125.64,122.57,94.26,17.16,20.85,111.36,128.82999999999998,182.37,196.25,213.38,173.21,144.88,136.76,128.93,130.85,118.8,110.11,1849.0,316.0,23.0,75.0,16.0,30.0,105.0,615.0,679.0,727.0,108.93,33241.0,64.66,51.02,47.84,17059.0,32.64,29.16,24.53,3611.0,8.690000000000001,7.32,6.98,53902.0,81.5,75.34
1993,Telangana,Nalgonda,224.0,53.0,23184,1.02,4.14,2.2199999999999998,8.0,24.61,72.0,148.49,115.46,148.91,108.81,3.31,12.69,,21.25,23.26,27.64,30.38,31.62,28.74,28.41,,24.94,23.17,,33.34,35.11,39.48,41.99,43.04,40.3,35.66,35.39,33.9,35.93,31.93,32.879999999999995,107.76,121.55,,186.74,202.28,121.62,20.47,32.55,6.45,24.24,101.72,,7.99,8.32,13.78,26.03,70.47,131.17000000000002,110.7,129.34,108.04,11.8,17.07,116.84,128.53,179.03,193.52,221.31,190.09,146.63,142.26,132.78,133.28,113.52,106.87,1426.0,,93.0,119.0,27.0,94.0,119.0,415.0,479.0,603.0,130.53,60573.0,69.49,129.51999999999998,103.78,24391.0,30.17,53.34,44.58,4798.0,7.34,13.1,8.98,89758.0,190.96,151.34
1993,Telangana,Warangal,572.0,1635.0,28634,,1.71,7.37,11.82,23.9,99.99,235.51,147.82,178.04,109.95,1.6800000000000002,9.809999999999999,18.58,18.71,23.95,29.67,32.620000000000005,29.65,25.55,26.14,25.88,23.82,22.11,16.2,34.489999999999995,34.38,39.82,42.63,42.05,39.97,34.34,34.0,32.010000000000005,32.34,33.22,32.03,82.08,104.08,,179.77,208.24,93.54,0.0,2.0700000000000003,0.0,14.22,64.50999999999999,31.99,23.35,21.75,20.0,29.82,100.55,137.16,133.78,128.88,114.24,48.03,35.46,113.07,125.43,177.62,198.77,233.06,190.09,137.16,132.86,128.88,127.46,106.54,100.88,1286.0,373.0,59.0,59.0,41.0,54.0,255.0,70.0,,489.0,127.55,60239.0,75.66,158.06,124.69,19837.0,25.92,54.73,42.73,2832.0,5.41,10.24,9.809999999999999,82904.0,215.02,174.23
1993,Telangana,Khammam,401.0,138.0,3404,1.1400000000000001,3.18,7.029999999999999,17.53,37.92,92.01,251.28,163.51,182.09,141.51,2.26,7.76,18.92,19.74,23.16,27.59,30.85,29.34,28.59,25.33,25.81,27.05,22.46,18.98,31.84,33.2,38.88,42.26,41.27,38.32,33.6,34.19,34.230000000000004,35.75,30.35,30.77,64.25,82.68,138.37,159.9,175.75,95.28,0.0,3.58,1.04,,58.73,48.88,41.44,36.68,32.620000000000005,47.71,94.75,138.97,127.32,125.95,122.03,51.55,42.52,107.13,123.13,173.05,192.51,220.47,188.03,137.97,128.9,126.0,127.74,107.27,98.68,1584.0,745.0,90.0,126.0,25.0,43.0,34.0,54.0,462.0,495.0,110.97,41082.0,75.43,90.5,87.67,11821.0,24.41,27.75,,2297.0,8.16,9.0,6.68,55195.0,122.25,113.41
1993,Telangana,Karimnagar,313.0,870.0,27972,1.1400000000000001,5.37,14.59,10.06,17.55,116.62,264.39,164.11,213.94,95.37,1.32,9.73,16.9,18.81,22.4,29.73,32.1,29.08,28.56,28.04,25.85,23.77,19.58,17.34,31.82,33.64,39.72,41.93,45.51,38.27,,32.84,33.769999999999996,35.16,33.22,30.25,79.74,109.24,154.83,191.47,228.69,83.49,0.0,3.01,0.0,16.22,50.02,29.78,24.99,26.16,18.7,19.89,115.34,136.27,130.87,128.87,113.42,59.3,46.1,106.52,130.23000000000002,,208.17,247.58,,139.27,132.88,129.87,126.64,107.32,98.76,1191.0,255.0,86.0,74.0,24.0,59.0,54.0,297.0,354.0,445.0,126.85,55286.0,76.83,158.05,127.79,16563.0,26.11,49.04,41.38,3039.0,7.06,9.63,10.86,74883.0,214.72,171.03
1993,Telangana,Adilabad,1482.0,2486.0,1681,2.06,5.01,38.93,9.48,12.26,149.53,347.78,211.05,253.06,88.76,2.12,5.67,16.18,20.26,22.81,28.44,31.18,29.12,27.35,24.75,25.39,,18.64,16.58,31.82,34.97,36.87,40.28,43.06,41.64,33.010000000000005,32.45,33.379999999999995,32.95,33.04,29.26,75.68,,125.67,194.64,,55.42,0.0,0.0,0.0,19.64,45.79,34.96,31.5,51.92,18.91,19.72,146.79,137.17,128.75,128.91,109.34,64.28999999999999,50.94,106.63,129.14,177.59,212.55,252.22,198.2,135.17,129.75,126.91,125.99,105.08,93.97,1621.0,693.0,44.0,66.0,,15.0,61.0,150.0,,,104.72,15532.0,83.05,28.64,27.19,3842.0,23.54,10.58,7.47,279.0,5.41,2.48,4.47,19651.0,,34.13
1993,Uttar Pradesh,Saharanpur,124.0,3.0,1634,41.26,,29.47,4.029999999999999,12.29,115.31,,195.46,310.24,4.65,4.46,0.0,9.99,11.7,16.68,22.17,25.32,29.16,26.22,28.68,24.53,18.72,14.67,8.01,21.66,29.41,29.68,,40.06,40.02,33.89,33.94,33.17,34.35,31.3,26.92,8.120000000000001,29.0,60.49,,186.43,79.26,0.0,0.0,0.0,39.69,39.24,45.28,44.11,,24.4,19.89,116.26,135.74,125.95,117.03,65.67,34.120000000000005,21.55,51.41,70.11,110.62,157.21,206.31,192.52,137.74,123.96,116.03,104.36,70.36,51.65,587.79,107.25,9.21,63.76,8.190000000000001,4.35,8.29,10.41,396.05,636.63,164.14,73429.0,89.52,189.87,118.07,9269.0,13.05,24.46,18.65,1208.0,2.44,7.05,2.9,83902.0,214.38,133.62
1993,Uttar Pradesh,Muzaffarnagar,130.0,35.0,2543,33.21,17.99,22.42,6.3100000000000005,6.0,89.4,341.23,165.04,347.81,3.6,4.17,0.0,9.629999999999999,15.03,16.29,22.69,26.85,28.52,,26.3,25.12,22.25,13.84,10.35,22.1,27.88,28.34,38.81,,42.24,35.1,34.4,33.519999999999996,31.66,28.81,25.42,,,86.21,152.6,197.8,106.7,0.0,0.0,0.0,39.81,45.75,37.51,35.07,35.91,11.69,13.29,88.15,140.75,128.76999999999998,120.09,63.43,25.4,16.77,55.86,79.26,116.12,160.28,,192.86,138.75,128.76999999999998,122.09,103.23,71.16,51.91,,19.2,11.08,55.15,7.82,4.5600000000000005,7.42,8.620000000000001,327.88,513.26,159.37,70750.0,89.48,218.76,139.38,9195.0,12.37,29.3,20.98,939.0,2.16,6.88,4.83,80879.0,249.94,162.19
